season,week,defteam,total_pass_plays,blitz_rate,pressure_rate,man_coverage_pct,zone_coverage_pct
2025,2,WAS,33,0.030303030303030304,0.09090909090909091,0.09090909090909091,0.9090909090909091
2025,3,ARI,42,0.023809523809523808,0.19047619047619047,0.09523809523809523,0.9047619047619048
2025,3,ATL,25,0.04,0.12,0.08,0.92
2025,3,BAL,28,0,0.21428571428571427,0.03571428571428571,0.9642857142857143
2025,3,BUF,34,0.08823529411764706,0.029411764705882353,0.08823529411764706,0.9117647058823529
2025,3,CAR,43,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.9302325581395349
2025,3,CHI,48,0.041666666666666664,0.14583333333333334,0.125,0.875
2025,3,CIN,27,0.07407407407407407,0.14814814814814814,0.037037037037037035,0.9629629629629629
2025,3,CLE,30,0.1,0.16666666666666666,0.06666666666666667,0.9333333333333333
2025,3,DAL,28,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.8928571428571429
2025,3,DEN,52,0.09615384615384616,0.2692307692307692,0.09615384615384616,0.9038461538461539
2025,3,DET,36,0.16666666666666666,0.19444444444444445,0.05555555555555555,0.9444444444444444
2025,3,GB,38,0.10526315789473684,0.2631578947368421,0.07894736842105263,0.9210526315789473
2025,3,HOU,42,0.047619047619047616,0.09523809523809523,0.16666666666666666,0.8333333333333334
2025,3,IND,42,0.11904761904761904,0.16666666666666666,0.09523809523809523,0.9047619047619048
2025,3,JAX,40,0.1,0.125,0.125,0.875
2025,3,KC,34,0.08823529411764706,0.2647058823529412,0.17647058823529413,0.8235294117647058
2025,3,LA,37,0.13513513513513514,0.10810810810810811,0.16216216216216217,0.8378378378378378
2025,3,LAC,27,0.07407407407407407,0.18518518518518517,0.1111111111111111,0.8888888888888888
2025,3,LV,22,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.9090909090909091
2025,3,MIA,30,0.06666666666666667,0.06666666666666667,0.1,0.9
2025,3,MIN,31,0.12903225806451613,0.3225806451612903,0.12903225806451613,0.8709677419354839
2025,3,NE,23,0,0.13043478260869565,0.043478260869565216,0.9565217391304348
2025,3,NO,21,0,0.09523809523809523,0.09523809523809523,0.9047619047619048
2025,3,NYG,39,0.07692307692307693,0.20512820512820512,0.1282051282051282,0.8717948717948718
2025,3,NYJ,30,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.9333333333333333
2025,3,PHI,35,0.05714285714285714,0.2,0.11428571428571428,0.8857142857142857
2025,3,PIT,42,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.9047619047619048
2025,3,SEA,43,0.023255813953488372,0.16279069767441862,0.16279069767441862,0.8372093023255814
2025,3,SF,36,0.027777777777777776,0.1111111111111111,0.1388888888888889,0.8611111111111112
2025,3,TB,40,0.15,0.25,0.1,0.9
2025,3,TEN,25,0,0.08,0.12,0.88
2025,3,WAS,35,0.17142857142857143,0.2571428571428571,0.11428571428571428,0.8857142857142857
2025,4,ARI,29,0.13793103448275862,0.10344827586206896,0.06896551724137931,0.9310344827586207
2025,4,ATL,30,0.03333333333333333,0.16666666666666666,0.1,0.9
2025,4,BAL,38,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.9473684210526315
2025,4,BUF,31,0.12903225806451613,0.16129032258064516,0.06451612903225806,0.9354838709677419
2025,4,CAR,19,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.9473684210526315
2025,4,CHI,21,0,0.047619047619047616,0.19047619047619047,0.8095238095238095
2025,4,CIN,42,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.9523809523809523
2025,4,CLE,27,0,0.18518518518518517,0.037037037037037035,0.9629629629629629
2025,4,DAL,44,0.09090909090909091,0.11363636363636363,0.022727272727272728,0.9772727272727273
2025,4,DEN,28,0.07142857142857142,0.17857142857142858,0.07142857142857142,0.9285714285714286
2025,4,DET,38,0.07894736842105263,0.2631578947368421,0.2631578947368421,0.7368421052631579
2025,4,GB,41,0.024390243902439025,0.0975609756097561,0.0975609756097561,0.9024390243902439
2025,4,HOU,28,0.10714285714285714,0.25,0.25,0.75
2025,4,IND,44,0.06818181818181818,0.20454545454545456,0.09090909090909091,0.9090909090909091
2025,4,JAX,40,0.025,0.1,0.075,0.925
2025,4,KC,36,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.8888888888888888
2025,4,LA,35,0.08571428571428572,0.22857142857142856,0.14285714285714285,0.8571428571428571
2025,4,LAC,27,0.18518518518518517,0.2962962962962963,0.07407407407407407,0.9259259259259259
2025,4,LV,39,0.05128205128205128,0.05128205128205128,0.15384615384615385,0.8461538461538461
2025,4,MIA,29,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.896551724137931
2025,4,MIN,24,0.08333333333333333,0.125,0,1
2025,4,NE,37,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.9459459459459459
2025,4,NO,25,0.16,0.28,0.16,0.84
2025,4,NYG,43,0.06976744186046512,0.27906976744186046,0.16279069767441862,0.8372093023255814
2025,4,NYJ,25,0,0,0.12,0.88
2025,4,PHI,42,0.047619047619047616,0.047619047619047616,0.2857142857142857,0.7142857142857143
2025,4,PIT,53,0.1320754716981132,0.24528301886792453,0.1320754716981132,0.8679245283018868
2025,4,SEA,47,0.10638297872340426,0.1276595744680851,0.14893617021276595,0.851063829787234
2025,4,SF,32,0.03125,0,0.0625,0.9375
2025,4,TB,26,0.11538461538461539,0.11538461538461539,0.19230769230769232,0.8076923076923077
2025,4,TEN,31,0.0967741935483871,0.16129032258064516,0.03225806451612903,0.967741935483871
2025,4,WAS,27,0.07407407407407407,0.07407407407407407,0.037037037037037035,0.9629629629629629
2025,5,ARI,41,0.04878048780487805,0.0975609756097561,0.14634146341463414,0.8536585365853658
2025,5,BAL,33,0.06060606060606061,0.12121212121212122,0,1
2025,5,BUF,34,0.11764705882352941,0.23529411764705882,0.029411764705882353,0.9705882352941176
2025,5,CAR,39,0.15384615384615385,0.07692307692307693,0.02564102564102564,0.9743589743589743
2025,5,CIN,28,0.14285714285714285,0.25,0.03571428571428571,0.9642857142857143
2025,5,CLE,38,0.10526315789473684,0.07894736842105263,0.07894736842105263,0.9210526315789473
2025,5,DAL,53,0.07547169811320754,0.24528301886792453,0.05660377358490566,0.9433962264150944
2025,5,DEN,44,0.11363636363636363,0.20454545454545456,0.18181818181818182,0.8181818181818182
2025,5,DET,42,0.11904761904761904,0.21428571428571427,0.2619047619047619,0.7380952380952381
2025,5,HOU,21,0.09523809523809523,0.09523809523809523,0.19047619047619047,0.8095238095238095
2025,5,IND,40,0.125,0.125,0.175,0.825
2025,5,JAX,41,0.024390243902439025,0.0975609756097561,0.14634146341463414,0.8536585365853658
2025,5,KC,28,0.10714285714285714,0.25,0.17857142857142858,0.8214285714285714
2025,5,LA,50,0,0.18,0.1,0.9
2025,5,LAC,27,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.9259259259259259
2025,5,LV,35,0,0.08571428571428572,0.08571428571428572,0.9142857142857143
2025,5,MIA,33,0.06060606060606061,0.21212121212121213,0.06060606060606061,0.9393939393939394
2025,5,MIN,35,0.05714285714285714,0.08571428571428572,0.14285714285714285,0.8571428571428571
2025,5,NE,32,0.03125,0.125,0.09375,0.90625
2025,5,NO,41,0.024390243902439025,0.12195121951219512,0.17073170731707318,0.8292682926829268
2025,5,NYG,32,0.0625,0.03125,0.09375,0.90625
2025,5,NYJ,30,0.06666666666666667,0.1,0.13333333333333333,0.8666666666666667
2025,5,PHI,42,0.07142857142857142,0.19047619047619047,0.047619047619047616,0.9523809523809523
2025,5,SEA,35,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.9428571428571428
2025,5,SF,48,0.020833333333333332,0.041666666666666664,0.08333333333333333,0.9166666666666666
2025,5,TB,34,0,0.058823529411764705,0.14705882352941177,0.8529411764705882
2025,5,TEN,35,0.05714285714285714,0.14285714285714285,0.05714285714285714,0.9428571428571428
2025,5,WAS,38,0.13157894736842105,0.21052631578947367,0.07894736842105263,0.9210526315789473
2025,6,ARI,31,0.06451612903225806,0.1935483870967742,0.12903225806451613,0.8709677419354839
2025,6,ATL,30,0.13333333333333333,0.2,0.26666666666666666,0.7333333333333333
2025,6,BAL,28,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.9285714285714286
2025,6,BUF,34,0.08823529411764706,0.11764705882352941,0.14705882352941177,0.8529411764705882
2025,6,CAR,34,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.8823529411764706
2025,6,CHI,29,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.896551724137931
2025,6,CIN,27,0.1111111111111111,0.14814814814814814,0.18518518518518517,0.8148148148148148
2025,6,CLE,30,0.03333333333333333,0.1,0.1,0.9
2025,6,DAL,26,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.9615384615384616
2025,6,DEN,26,0.23076923076923078,0.4230769230769231,0.15384615384615385,0.8461538461538461
2025,6,DET,33,0.09090909090909091,0.12121212121212122,0.030303030303030304,0.9696969696969697
2025,6,GB,47,0.06382978723404255,0.10638297872340426,0.06382978723404255,0.9361702127659575
2025,6,IND,46,0.08695652173913043,0.2608695652173913,0.06521739130434782,0.9347826086956522
2025,6,JAX,28,0.07142857142857142,0.14285714285714285,0.10714285714285714,0.8928571428571429
2025,6,KC,30,0.06666666666666667,0.13333333333333333,0,1
2025,6,LA,38,0.10526315789473684,0.2894736842105263,0.10526315789473684,0.8947368421052632
2025,6,LAC,35,0.08571428571428572,0.11428571428571428,0.11428571428571428,0.8857142857142857
2025,6,LV,44,0.13636363636363635,0.18181818181818182,0.022727272727272728,0.9772727272727273
2025,6,MIA,39,0.02564102564102564,0.1794871794871795,0.05128205128205128,0.9487179487179487
2025,6,NE,28,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.8571428571428571
2025,6,NO,27,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.9259259259259259
2025,6,NYG,36,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.8888888888888888
2025,6,NYJ,31,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.9354838709677419
2025,6,PHI,28,0.07142857142857142,0.10714285714285714,0.14285714285714285,0.8571428571428571
2025,6,PIT,58,0.10344827586206896,0.2413793103448276,0.13793103448275862,0.8620689655172413
2025,6,SEA,49,0.10204081632653061,0.2653061224489796,0.02040816326530612,0.9795918367346939
2025,6,SF,24,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.9166666666666666
2025,6,TB,45,0.08888888888888889,0.17777777777777778,0.1111111111111111,0.8888888888888888
2025,6,TEN,25,0.08,0.28,0.16,0.84
2025,6,WAS,33,0.06060606060606061,0.12121212121212122,0.15151515151515152,0.8484848484848485
