season,week,defteam,total_pass_plays,blitz_rate,pressure_rate,man_coverage_pct,zone_coverage_pct
2021,1,ARI,42,0.14285714285714285,0.23809523809523808,0.19047619047619047,0.8095238095238095
2021,1,ATL,36,0.08333333333333333,0.05555555555555555,0.08333333333333333,0.9166666666666666
2021,1,BAL,59,0.05084745762711865,0.11864406779661017,0.0847457627118644,0.9152542372881356
2021,1,BUF,34,0.08823529411764706,0.17647058823529413,0.17647058823529413,0.8235294117647058
2021,1,CAR,44,0.13636363636363635,0.20454545454545456,0.1590909090909091,0.8409090909090909
2021,1,CHI,27,0,0.1111111111111111,0.037037037037037035,0.9629629629629629
2021,1,CIN,53,0.07547169811320754,0.1509433962264151,0.03773584905660377,0.9622641509433962
2021,1,CLE,39,0.10256410256410256,0.1794871794871795,0.07692307692307693,0.9230769230769231
2021,1,DAL,50,0,0.04,0.12,0.88
2021,1,DEN,39,0.07692307692307693,0.07692307692307693,0.1282051282051282,0.8717948717948718
2021,1,DET,27,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.9259259259259259
2021,1,GB,21,0,0.14285714285714285,0.047619047619047616,0.9523809523809523
2021,1,HOU,52,0.057692307692307696,0.07692307692307693,0.11538461538461539,0.8846153846153846
2021,1,IND,26,0.07692307692307693,0.23076923076923078,0.038461538461538464,0.9615384615384616
2021,1,JAX,34,0.029411764705882353,0.17647058823529413,0.058823529411764705,0.9411764705882353
2021,1,KC,30,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.9333333333333333
2021,1,LA,43,0.09302325581395349,0.09302325581395349,0.13953488372093023,0.8604651162790697
2021,1,LAC,22,0.09090909090909091,0.3181818181818182,0.045454545454545456,0.9545454545454546
2021,1,LV,33,0.09090909090909091,0.24242424242424243,0.06060606060606061,0.9393939393939394
2021,1,MIA,40,0,0.225,0.125,0.875
2021,1,MIN,32,0.15625,0.21875,0.0625,0.9375
2021,1,NE,29,0.10344827586206896,0.13793103448275862,0.13793103448275862,0.8620689655172413
2021,1,NO,37,0.05405405405405406,0.1891891891891892,0.10810810810810811,0.8918918918918919
2021,1,NYG,38,0.07894736842105263,0.15789473684210525,0.10526315789473684,0.8947368421052632
2021,1,NYJ,36,0.08333333333333333,0.2222222222222222,0.027777777777777776,0.9722222222222222
2021,1,PHI,38,0.07894736842105263,0.23684210526315788,0.05263157894736842,0.9473684210526315
2021,1,PIT,54,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.8888888888888888
2021,1,SEA,41,0.07317073170731707,0.24390243902439024,0.07317073170731707,0.926829268292683
2021,1,SF,62,0.08064516129032258,0.14516129032258066,0.06451612903225806,0.9354838709677419
2021,1,TB,59,0.01694915254237288,0.11864406779661017,0.0847457627118644,0.9152542372881356
2021,1,TEN,34,0.058823529411764705,0.11764705882352941,0.08823529411764706,0.9117647058823529
2021,1,WAS,49,0.061224489795918366,0.10204081632653061,0.08163265306122448,0.9183673469387755
2021,2,ARI,33,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.8787878787878788
2021,2,ATL,39,0.07692307692307693,0.15384615384615385,0.10256410256410256,0.8974358974358975
2021,2,BAL,31,0,0.0967741935483871,0.0967741935483871,0.9032258064516129
2021,2,BUF,50,0.12,0.22,0.12,0.88
