season,week,posteam,total_plays,pass_plays,rush_plays,pass_pct,rush_pct,red_zone_pass_pct,deep_pass_pct,avg_air_yards,avg_yards_after_catch
2021,1,MIN,75,53,22,0.7066666666666667,0.29333333333333333,0.3333333333333333,NA,6.28,4.72972972972973
2021,1,NE,70,40,30,0.5714285714285714,0.42857142857142855,0.5714285714285714,NA,6.128205128205129,4.103448275862069
2021,1,NO,60,21,39,0.35,0.65,0.5,0.09523809523809523,7.238095238095238,3.8666666666666667
2021,1,NYG,59,39,20,0.6610169491525424,0.3389830508474576,0.7692307692307693,NA,8.27027027027027,3.1363636363636362
2021,1,NYJ,62,44,18,0.7096774193548387,0.2903225806451613,0.8,NA,9.72972972972973,5.1
2021,1,PHI,68,36,32,0.5294117647058824,0.47058823529411764,0.625,NA,3.657142857142857,6.37037037037037
2021,1,PIT,55,34,21,0.6181818181818182,0.38181818181818183,0.7142857142857143,NA,6.125,4.722222222222222
2021,1,SEA,53,26,27,0.49056603773584906,0.5094339622641509,0.5,NA,10.043478260869565,6.222222222222222
2021,1,SF,55,27,28,0.4909090909090909,0.509090909090909,0.42857142857142855,NA,6.346153846153846,10.555555555555555
2021,1,TB,64,50,14,0.78125,0.21875,0.7142857142857143,0.12,8.92,5.5
2021,1,TEN,64,42,22,0.65625,0.34375,0.5714285714285714,NA,7.611111111111111,3.6818181818181817
2021,1,WAS,49,22,27,0.4489795918367347,0.5510204081632653,0.5,NA,5.714285714285714,3.142857142857143
2021,2,ARI,60,39,21,0.65,0.35,0.7,NA,8.222222222222221,6.586206896551724
2021,2,ATL,70,49,21,0.7,0.3,0.7,NA,3.875,5.3428571428571425
2021,2,BAL,70,29,41,0.4142857142857143,0.5857142857142857,0.375,NA,9.5,6.611111111111111
2021,2,BUF,64,34,30,0.53125,0.46875,0.42105263157894735,NA,9.515151515151516,4.470588235294118
2021,2,CAR,73,40,33,0.547945205479452,0.4520547945205479,0.3,NA,7.243243243243243,6.2
2021,2,CHI,61,27,34,0.4426229508196721,0.5573770491803278,0.4444444444444444,NA,7.291666666666667,2.066666666666667
2021,2,CIN,55,35,20,0.6363636363636364,0.36363636363636365,1,NA,7.566666666666666,4.2105263157894735
2021,2,CLE,57,23,34,0.40350877192982454,0.5964912280701754,0.2,NA,6.238095238095238,6.473684210526316
2021,2,DAL,60,29,31,0.48333333333333334,0.5166666666666667,0.5555555555555556,NA,5.074074074074074,6.391304347826087
2021,2,DEN,67,37,30,0.5522388059701493,0.44776119402985076,0.35714285714285715,NA,11.441176470588236,5.038461538461538
2021,2,DET,56,37,19,0.6607142857142857,0.3392857142857143,0.5714285714285714,NA,6.5,6.076923076923077
2021,2,GB,61,30,31,0.4918032786885246,0.5081967213114754,0.5,NA,9.555555555555555,5.863636363636363
2021,2,HOU,58,30,28,0.5172413793103449,0.4827586206896552,0.3333333333333333,NA,9.379310344827585,7.444444444444445
2021,2,IND,66,40,26,0.6060606060606061,0.3939393939393939,0.5,NA,8.166666666666666,5.545454545454546
2021,2,JAX,51,35,16,0.6862745098039216,0.3137254901960784,0.5,NA,12.272727272727273,2.7857142857142856
2021,2,KC,49,31,18,0.6326530612244898,0.3673469387755102,0.3333333333333333,0.0967741935483871,7.903225806451613,8.791666666666666
2021,2,LA,60,31,29,0.5166666666666667,0.48333333333333334,0.36363636363636365,NA,7.266666666666667,8
2021,2,LAC,63,43,20,0.6825396825396826,0.31746031746031744,0.7272727272727273,NA,6.195121951219512,5.419354838709677
2021,2,LV,64,39,25,0.609375,0.390625,0.5,NA,8.18918918918919,5.5
2021,2,MIA,70,50,20,0.7142857142857143,0.2857142857142857,0.8333333333333334,NA,4.818181818181818,3.36
2021,2,MIN,60,33,27,0.55,0.45,0.5,NA,6.34375,6.045454545454546
2021,2,NE,57,33,24,0.5789473684210527,0.42105263157894735,0.2222222222222222,NA,4.666666666666667,5.363636363636363
2021,2,NO,43,26,17,0.6046511627906976,0.3953488372093023,0.2,NA,7.2272727272727275,4.2727272727272725
2021,2,NYG,64,36,28,0.5625,0.4375,0.3333333333333333,NA,11.21875,1.8636363636363635
2021,2,NYJ,68,37,31,0.5441176470588235,0.45588235294117646,0.2857142857142857,NA,9.121212121212121,4
2021,2,PHI,56,26,30,0.4642857142857143,0.5357142857142857,0.5,NA,14.083333333333334,8.75
2021,2,PIT,56,42,14,0.75,0.25,0,NA,9.7,5.814814814814815
2021,2,SEA,52,34,18,0.6538461538461539,0.34615384615384615,0.2857142857142857,NA,10,7.2272727272727275
2021,2,SF,68,30,38,0.4411764705882353,0.5588235294117647,0.4,0.06666666666666667,3.966666666666667,5.7727272727272725
2021,2,TB,60,39,21,0.65,0.35,0.7142857142857143,NA,9.63888888888889,3.6666666666666665
2021,2,TEN,83,43,40,0.5180722891566265,0.4819277108433735,0.4,NA,10.05,4.111111111111111
2021,2,WAS,69,47,22,0.6811594202898551,0.3188405797101449,0.6,NA,7.586956521739131,4.323529411764706
2021,3,ARI,64,34,30,0.53125,0.46875,0.2727272727272727,0.14705882352941177,7.705882352941177,5.107142857142857
2021,3,ATL,59,39,20,0.6610169491525424,0.3389830508474576,0.8888888888888888,NA,4.111111111111111,6.407407407407407
2021,3,BAL,57,35,22,0.6140350877192983,0.38596491228070173,0.8571428571428571,NA,17.633333333333333,3.8125
2021,3,BUF,78,45,33,0.5769230769230769,0.4230769230769231,0.5238095238095238,NA,9.25,3.8181818181818183
2021,3,CAR,70,37,33,0.5285714285714286,0.4714285714285714,0.35714285714285715,NA,7.911764705882353,4.913043478260869
2021,3,CHI,42,29,13,0.6904761904761905,0.30952380952380953,0.6666666666666666,NA,5.7,6.5
2021,3,CIN,42,18,24,0.42857142857142855,0.5714285714285714,0.5,0.16666666666666666,8.88888888888889,5.642857142857143
2021,3,CLE,78,36,42,0.46153846153846156,0.5384615384615384,0.2857142857142857,NA,9.870967741935484,5.368421052631579
2021,3,DAL,71,30,41,0.4225352112676056,0.5774647887323944,0.4117647058823529,NA,9.346153846153847,4.904761904761905
2021,3,DEN,64,27,37,0.421875,0.578125,0.2777777777777778,NA,8,5.157894736842105
2021,3,DET,60,33,27,0.55,0.45,0.3076923076923077,NA,4.258064516129032,7.590909090909091
2021,3,GB,59,34,25,0.576271186440678,0.423728813559322,0.5333333333333333,NA,10.727272727272727,4.3478260869565215
2021,3,HOU,49,32,17,0.6530612244897959,0.3469387755102041,1,NA,6.785714285714286,2.210526315789474
2021,3,IND,57,39,18,0.6842105263157895,0.3157894736842105,0.6363636363636364,NA,5.351351351351352,6
2021,3,JAX,66,37,29,0.5606060606060606,0.4393939393939394,0.4444444444444444,NA,8,3.9545454545454546
2021,3,KC,76,46,30,0.6052631578947368,0.39473684210526316,0.6,NA,8.795454545454545,5.407407407407407
2021,3,LA,63,39,24,0.6190476190476191,0.38095238095238093,0.6666666666666666,NA,9.447368421052632,6.592592592592593
2021,3,LAC,62,40,22,0.6451612903225806,0.3548387096774194,0.625,NA,6.131578947368421,5.923076923076923
2021,3,LV,81,46,35,0.5679012345679012,0.43209876543209874,0.375,NA,9.279069767441861,7.153846153846154
2021,3,MIA,79,52,27,0.6582278481012658,0.34177215189873417,0.2,NA,7.979591836734694,2.28125
2021,3,MIN,73,39,34,0.5342465753424658,0.4657534246575342,0.6470588235294118,NA,4.973684210526316,5.633333333333334
2021,3,NE,70,53,17,0.7571428571428571,0.24285714285714285,0.6,NA,12.411764705882353,2.9
2021,3,NO,62,24,38,0.3870967741935484,0.6129032258064516,0.38461538461538464,NA,9.666666666666666,3.923076923076923
2021,3,NYG,65,37,28,0.5692307692307692,0.4307692307692308,0.25,NA,6.8,5.375
2021,3,NYJ,53,40,13,0.7547169811320755,0.24528301886792453,NA,NA,7.714285714285714,2.263157894736842
2021,3,PHI,53,41,12,0.7735849056603774,0.22641509433962265,0.75,NA,7.102564102564102,9.2
2021,3,PIT,77,62,15,0.8051948051948052,0.19480519480519481,1,NA,5.413793103448276,5.026315789473684
2021,3,SEA,52,34,18,0.6538461538461539,0.34615384615384615,1,NA,8.8125,8.08695652173913
2021,3,SF,65,44,21,0.676923076923077,0.3230769230769231,0.6153846153846154,NA,6.525,4.56
2021,3,TB,71,58,13,0.8169014084507042,0.18309859154929578,0.7272727272727273,NA,6.945454545454545,5.804878048780488
2021,3,TEN,66,28,38,0.42424242424242425,0.5757575757575758,0.6666666666666666,NA,6.518518518518518,6.277777777777778
2021,3,WAS,50,25,25,0.5,0.5,0.5,NA,6.875,10.571428571428571
2021,4,ARI,75,35,40,0.4666666666666667,0.5333333333333333,0.3888888888888889,NA,7.1875,5.833333333333333
2021,4,ATL,72,44,28,0.6111111111111112,0.3888888888888889,0.7142857142857143,NA,10.476190476190476,3.56
2021,4,BAL,70,40,30,0.5714285714285714,0.42857142857142855,0.6,NA,11.35135135135135,4.409090909090909
2021,4,BUF,72,32,40,0.4444444444444444,0.5555555555555556,0.5789473684210527,NA,8.741935483870968,3.4761904761904763
2021,4,CAR,68,44,24,0.6470588235294118,0.35294117647058826,0.625,NA,8.666666666666666,7.884615384615385
2021,4,CHI,57,18,39,0.3157894736842105,0.6842105263157895,0.1,NA,13.647058823529411,5.363636363636363
2021,4,CIN,55,33,22,0.6,0.4,0.4,NA,7.34375,7.64
2021,4,CLE,75,37,38,0.49333333333333335,0.5066666666666667,0.42857142857142855,NA,10.484848484848484,5.6
2021,4,DAL,58,24,34,0.41379310344827586,0.5862068965517241,0.45454545454545453,NA,7.136363636363637,6.428571428571429
2021,4,DEN,59,42,17,0.711864406779661,0.288135593220339,0.6666666666666666,NA,9.594594594594595,5.2105263157894735
2021,4,DET,67,42,25,0.6268656716417911,0.373134328358209,0.5263157894736842,NA,8.578947368421053,5.833333333333333
2021,4,GB,72,39,33,0.5416666666666666,0.4583333333333333,0.7,NA,9.555555555555555,6.65
2021,4,HOU,42,24,18,0.5714285714285714,0.42857142857142855,0.25,NA,8.571428571428571,3.090909090909091
2021,4,IND,67,34,33,0.5074626865671642,0.4925373134328358,0.35,NA,8.8125,2.875
2021,4,JAX,55,25,30,0.45454545454545453,0.5454545454545454,0.36363636363636365,NA,9,4.294117647058823
2021,4,KC,63,31,32,0.49206349206349204,0.5079365079365079,0.7272727272727273,NA,7.3,4.875
2021,4,LA,64,41,23,0.640625,0.359375,0.5833333333333334,0.12195121951219512,8.634146341463415,4.115384615384615
